Date,Open,High,Low,Close,Adj Close,Volume
2017-02-14,232.55999755859375,233.7100067138672,232.16000366210938,233.6999969482422,216.0339813232422,71109000
2017-02-15,233.4499969482422,235.13999938964844,233.38999938964844,234.9199981689453,217.16172790527344,86785800
2017-02-16,234.9499969482422,235.16000366210938,233.85000610351562,234.72000122070312,216.97686767578125,84722400
2017-02-17,233.9499969482422,235.08999633789062,233.92999267578125,235.08999633789062,217.31890869140625,77204100
2017-02-21,235.52000427246094,236.69000244140625,235.50999450683594,236.49000549316406,218.6130828857422,88946100
2017-02-22,236.02000427246094,236.5399932861328,235.8300018310547,236.27999877929688,218.41893005371094,62115200
2017-02-23,236.8800048828125,236.89999389648438,235.55999755859375,236.44000244140625,218.5668182373047,74615900
2017-02-24,235.4600067138672,236.7899932861328,235.41000366210938,236.74000549316406,218.8441619873047,82381600
2017-02-27,236.63999938964844,237.30999755859375,236.35000610351562,237.11000061035156,219.1862030029297,56515400
2017-02-28,236.6699981689453,236.9499969482422,236.02000427246094,236.47000122070312,218.5946044921875,96961900
2017-03-01,238.38999938964844,240.32000732421875,238.3699951171875,239.77999877929688,221.65438842773438,149158200
2017-03-02,239.55999755859375,239.57000732421875,238.2100067138672,238.27000427246094,220.25852966308594,70246000
2017-03-03,238.1699981689453,238.61000061035156,237.72999572753906,238.4199981689453,220.39718627929688,81974300
2017-03-06,237.5,238.1199951171875,237.00999450683594,237.7100067138672,219.74085998535156,55391500
2017-03-07,237.36000061035156,237.77000427246094,236.75999450683594,237.0,219.08453369140625,65103700
2017-03-08,237.33999633789062,237.63999938964844,236.39999389648438,236.55999755859375,218.6777801513672,78168800
2017-03-09,236.6999969482422,237.24000549316406,235.74000549316406,236.86000061035156,218.955078125,90683900
2017-03-10,237.97000122070312,238.02000427246094,236.58999633789062,237.69000244140625,219.7223663330078,81991700
2017-03-13,237.6199951171875,237.86000061035156,237.24000549316406,237.80999755859375,219.8332977294922,57256800
2017-03-14,237.17999267578125,237.24000549316406,236.19000244140625,236.89999389648438,218.99208068847656,59880800
2017-03-15,237.55999755859375,239.44000244140625,237.2899932861328,238.9499969482422,220.8871307373047,96081800
2017-03-16,239.11000061035156,239.1999969482422,238.10000610351562,238.47999572753906,220.45263671875,78344000
2017-03-17,237.75,237.97000122070312,237.02999877929688,237.02999877929688,220.0654754638672,89002100
2017-03-20,237.02999877929688,237.36000061035156,236.32000732421875,236.77000427246094,219.82411193847656,52537000
2017-03-21,237.47000122070312,237.61000061035156,233.5800018310547,233.72999572753906,217.00164794921875,131809300
2017-03-22,233.77000427246094,234.61000061035156,233.0500030517578,234.27999877929688,217.51231384277344,97569200
2017-03-23,234.27999877929688,235.33999633789062,233.60000610351562,234.02999877929688,217.28018188476562,100410300
2017-03-24,234.3800048828125,235.0399932861328,232.9600067138672,233.86000061035156,217.12234497070312,112504900
2017-03-27,231.92999267578125,233.9199981689453,231.61000061035156,233.6199951171875,216.8995361328125,87454500
2017-03-28,233.27000427246094,235.80999755859375,233.13999938964844,235.32000732421875,218.47789001464844,93483900
2017-03-29,234.99000549316406,235.80999755859375,234.72999572753906,235.5399932861328,218.68214416503906,61950400
2017-03-30,235.47000122070312,236.52000427246094,235.27000427246094,236.2899932861328,219.37844848632812,56737900
2017-03-31,235.89999389648438,236.50999450683594,235.67999267578125,235.74000549316406,218.86782836914062,73733100
2017-04-03,235.8000030517578,236.02999877929688,233.91000366210938,235.3300018310547,218.48716735839844,85546500
2017-04-04,235.0,235.5800018310547,234.55999755859375,235.47999572753906,218.62643432617188,56466200
2017-04-05,236.25999450683594,237.38999938964844,234.5399932861328,234.77999877929688,217.97653198242188,108800600
2017-04-06,234.94000244140625,236.0399932861328,234.42999267578125,235.44000244140625,218.58929443359375,69135800
2017-04-07,235.14999389648438,236.0,234.63999938964844,235.1999969482422,218.36647033691406,74412300
2017-04-10,235.36000061035156,236.25999450683594,234.72999572753906,235.33999633789062,218.4964141845703,67615300
2017-04-11,234.89999389648438,235.17999267578125,233.33999633789062,235.05999755859375,218.23648071289062,88045300
2017-04-12,234.74000549316406,234.9600067138672,233.77000427246094,234.02999877929688,217.28018188476562,81864400
2017-04-13,233.63999938964844,234.49000549316406,232.50999450683594,232.50999450683594,215.8689727783203,92880400
2017-04-17,233.11000061035156,234.57000732421875,232.8800048828125,234.57000732421875,217.78155517578125,68405400
2017-04-18,233.72000122070312,234.49000549316406,233.0800018310547,233.8699951171875,217.13162231445312,83225800
2017-04-19,234.52000427246094,234.9499969482422,233.17999267578125,233.44000244140625,216.732421875,68699900
2017-04-20,234.14999389648438,235.85000610351562,233.77999877929688,235.33999633789062,218.4964141845703,92572200
2017-04-21,235.25,235.30999755859375,234.1300048828125,234.58999633789062,217.80010986328125,110389800
2017-04-24,237.17999267578125,237.41000366210938,234.55999755859375,237.1699981689453,220.1954803466797,119209900
2017-04-25,237.91000366210938,238.9499969482422,237.80999755859375,238.5500030517578,221.4766845703125,76698300
2017-04-26,238.50999450683594,239.52999877929688,238.35000610351562,238.39999389648438,221.3374481201172,84702500
2017-04-27,238.77000427246094,238.9499969482422,237.97999572753906,238.60000610351562,221.52310180664062,57410300
2017-04-28,238.89999389648438,238.92999267578125,237.92999267578125,238.0800018310547,221.04031372070312,63532800
